id,image,text,type,original_dataset_label,model_prediction,human_annotation,majority_voting
65320,../FHM/img/65320.png,what s the difference between a cow and the holocaust you can t milk a cow for years,train,0,1,1,1
32765,../FHM/img/32765.png,if you outlaw abortions abortions will just happen illegally but if you outlaw guns we will all be safe from gun crime,train,0,0,,0
4326,../FHM/img/04326.png,when the chow mein was on point but you kinda miss your cat,train,1,0,0,0
65413,../FHM/img/65413.png,the thing about deeply depressed people is we don t smile with our teeth we smile with our eyes,train,0,0,,0
76034,../FHM/img/76034.png,my momma momma says girls are the devil,train,0,1,1,1
52986,../FHM/img/52986.png,the most beautiful chimpanzee and above him is one uglyass retarded nibba who says dc is better than marvel,train,1,1,,1
36981,../FHM/img/36981.png,when someone says money can t buy happiness then explain these,train,0,0,,0
63140,../FHM/img/63140.png,and then i said homosexuals can go to heaven,train,0,0,,0
68307,../FHM/img/68307.png,just like that democrats who said you aren t mature enough to own a gun til decided you are mature enough to vote on laws about guns at,train,0,1,1,1
75182,../FHM/img/75182.png,what bomb,train,0,0,,0
89610,../FHM/img/89610.png,elon musk presents infinite energy source,train,1,0,0,0
69137,../FHM/img/69137.png,new seat belt design less accidents,train,0,0,,0
17829,../FHM/img/17829.png,when you tell him he can t go to chic fil a on sundays what do you mean,train,0,0,,0
90165,../FHM/img/90165.png,it didn t happen because of the actions of one man it happened because of people who were just doing their jobs,train,0,0,,0
37641,../FHM/img/37641.png,when they asks why you dropped the muslim kid off from school to give the parents back their bomb,train,1,1,,1
32485,../FHM/img/32485.png,when you floor it but your passengers arent ready,train,0,0,,0
78906,../FHM/img/78906.png,you can t get her pregnant if she s a goat,train,0,0,,0
41258,../FHM/img/41258.png,you see that it means get the fuck back to the kitchen,train,0,1,1,1
4296,../FHM/img/04296.png,now imagine if native american cowboys rode bicycles,train,0,0,,0
56841,../FHM/img/56841.png,not all of us are terrorists but all terrorists are one of us,train,0,0,,0
1658,../FHM/img/01658.png,first rule of fight club,train,0,0,,0
85062,../FHM/img/85062.png,who let this retard in this group,train,0,1,1,1
89740,../FHM/img/89740.png,africa years ago africa today aids,train,1,0,0,0
53278,../FHM/img/53278.png,laughs in goat fucker,train,0,1,1,1
67159,../FHM/img/67159.png,christianity making white people stupid for the past years,train,1,1,,1
95683,../FHM/img/95683.png,and then i said mr president only targets there s no walmart s in north korea,train,0,0,,0
85271,../FHM/img/85271.png,a bad day for everyone including muslims defend homeland security a good day for us all in,train,0,0,,0
16409,../FHM/img/16409.png,hachimaki is a traditional headband worn by japanese men,train,0,0,,0
17504,../FHM/img/17504.png,beach vibe,train,0,0,,0
62739,../FHM/img/62739.png,lmao laugh my ass off,train,0,0,,0
85421,../FHM/img/85421.png,gays on their way home after pride week,train,0,0,,0
29731,../FHM/img/29731.png,take me out for dinner first then you have my permission to play lol,train,0,0,,0
74152,../FHM/img/74152.png,i d like to report hello emergency a misandry yes this girl came out of nowhere and totally ignored my man feelings,train,1,0,1,1
61802,../FHM/img/61802.png,black friday sale,train,1,0,0,0
96143,../FHM/img/96143.png,roses are red violets are blue mexicans are rapists and so am i,train,1,1,,1
53714,../FHM/img/53714.png,we are peaceful people,train,0,0,,0
79358,../FHM/img/79358.png,all walks of people can celebrate the gift of life,train,0,0,,0
34920,../FHM/img/34920.png,the smell of not wearing deoderant,train,0,1,1,1
63415,../FHM/img/63415.png,when the pope addresses the people he does it with a smile,train,0,0,,0
51734,../FHM/img/51734.png,when you re shooting up the school and the cops shoot the black kid that s running away,train,1,1,,1
80534,../FHM/img/80534.png,they trained you to hate the only man with the balls to stand up to them,train,0,1,1,1
61485,../FHM/img/61485.png,don t do the crime if you can t do the time,train,0,0,,0
89603,../FHM/img/89603.png,when you ve had a long day but you need to but geroceries,train,0,0,,0
16784,../FHM/img/16784.png,o yeah we got the nintendo switch hey goat yes human close your eyes goat ok human,train,0,0,,0
80169,../FHM/img/80169.png,muslim noises,train,1,0,0,0
54936,../FHM/img/54936.png,summers here lets swim,train,0,0,,0
83290,../FHM/img/83290.png,first of all take a moment to realize who the fuck you are talking to,train,0,1,1,1
97816,../FHM/img/97816.png,good skeleton,train,0,0,,0
73562,../FHM/img/73562.png,i just started a company selling landmines that look like prayer mats prophets are going through the roof,train,0,1,1,1
42368,../FHM/img/42368.png,radical islam is there a kind that doesn t molest children and goats and behead people,train,1,0,1,1
15743,../FHM/img/15743.png,when you introduce someone to a new meme you like that,train,0,0,,0
96073,../FHM/img/96073.png,when you vent to a white person ughh my mom pissed me off wanna kill her there u go wit dat bs,train,0,1,1,1
85362,../FHM/img/85362.png,man getting arrested by the la pd,train,0,0,,0
25968,../FHM/img/25968.png,what no i am not asian,train,0,0,,0
40965,../FHM/img/40965.png,obama voters,train,0,0,,0
41568,../FHM/img/41568.png,when she hits you with the super sloppy handed mctwist while making eye contact and calling you daddy and you just go full autistic,train,1,0,0,0
71289,../FHM/img/71289.png,after smelling that home cooked meal,train,0,0,,0
8172,../FHM/img/08172.png,bosses be like when you coming in,train,0,0,,0
60128,../FHM/img/60128.png,don t know how to deal with black people but i guess i ll take a shot at it,train,1,1,,1
84703,../FHM/img/84703.png,oh no hundreds of white people years of culture is being destroyed all other reaces first time,train,1,0,1,1
4325,../FHM/img/04325.png,its a day weekend pace yourself,train,0,0,,0
7258,../FHM/img/07258.png,some crazy rez girls be like if you ever leave me i ll punch myself in the face and tell cops you did it,train,1,0,1,1
98764,../FHM/img/98764.png,african kids dancing and celebrating,train,0,0,,0
4162,../FHM/img/04162.png,one of the most brillant minds in science,train,0,0,,0
6357,../FHM/img/06357.png,it s time to stop this,train,0,0,,0
68947,../FHM/img/68947.png,fuck the enemy so hard their eyebrows bleed,train,0,1,1,1
25639,../FHM/img/25639.png,why isn t my drain working probably cause the pipe s black,train,1,0,0,0
52738,../FHM/img/52738.png,all part of satan s plan the anti christ will come from this,train,0,0,,0
47598,../FHM/img/47598.png,actually retard the muslims aren t the problem the problem is that pussies are stopping us from killing the muslims,train,0,1,1,1
9716,../FHM/img/09716.png,weeeee im back home,train,0,0,,0
8632,../FHM/img/08632.png,why do you have to punch a hole in the wall when you get upset white guys it defines who i am,train,1,0,1,1
78520,../FHM/img/78520.png,run along now felicia you don t want to miss the water truck ya thirsty bitch,train,0,1,1,1
82763,../FHM/img/82763.png,and if anything happens the women are to blame that s right it s their fault definitely,train,0,1,1,1
38427,../FHM/img/38427.png,when you see another black person getting their ass whipped by the cops stop breaking the law,train,1,1,,1
38156,../FHM/img/38156.png,we used to have safe neighborhoods now we have diversity,train,0,1,1,1
62358,../FHM/img/62358.png,when you enter the womens restroom by mistake,train,0,0,,0
48317,../FHM/img/48317.png,dressed for sundays best,train,0,0,,0
20759,../FHM/img/20759.png,this steak is so black it stole my television,train,1,0,0,0
76328,../FHM/img/76328.png,broken dishwasher for sale or rent,train,0,0,,0
20879,../FHM/img/20879.png,what does a baby from auschwitz look like,train,0,1,1,1
62435,../FHM/img/62435.png,wing wing wing herro thats racist,train,1,0,1,1
62849,../FHM/img/62849.png,cumshot on jewish girl face,train,1,1,,1
19586,../FHM/img/19586.png,conjoined twins abby and brittany,train,0,0,,0
84120,../FHM/img/84120.png,when u tryin to be cute but she gotta make everything sexual,train,0,0,,0
81630,../FHM/img/81630.png,being disabled doesn t stop me,train,0,0,,0
41032,../FHM/img/41032.png,going on vacation vs going back to work,train,0,0,,0
35910,../FHM/img/35910.png,am i hearing the american people correctly you want to hand over all your means of protection and make it easier for terrorists to come into the country gotcha,train,0,1,1,1
7591,../FHM/img/07591.png,democrats claim daca kids shouldn t t have to pay for their parent s crimes but white people are still responsible for th century slave owners,train,0,1,1,1
62081,../FHM/img/62081.png,well let me tell you something brother fuck niccfps,train,1,1,,1
85923,../FHM/img/85923.png,ford owner blew a rod wasnt talking about his engine,train,1,0,0,0
45912,../FHM/img/45912.png,this offends me ban them do you agree,train,0,0,,0
87031,../FHM/img/87031.png,you funny mother fucker you,train,0,1,1,1
6483,../FHM/img/06483.png,one day long long ago there lived a woman who did not whine nag or bitch but it was a long time ago and it was just one day the end,train,1,0,0,0
64130,../FHM/img/64130.png,the look on your face after killing someone,train,0,0,,0
31074,../FHM/img/31074.png,that job interview was going so well until i realized i was fucked up on acid in the middle of a cornfield naked and talking to a scarecrow,train,0,1,1,1
82637,../FHM/img/82637.png,where you can get with that bull shit what is fuck outta here correct,train,0,1,1,1
12349,../FHM/img/12349.png,a muslim in congress wants to get rid of homeland security let that sink in years after and this is where we are at,train,1,0,1,1
43128,../FHM/img/43128.png,when the plantation owner trades you for a tractor w t f,train,1,1,,1
29761,../FHM/img/29761.png,ps playstation vr required food simulator,train,0,0,,0
17495,../FHM/img/17495.png,black men latin men asian men white men,train,0,0,,0
15409,../FHM/img/15409.png,i m awesome on the piano but i suck at singing,train,0,0,,0
59317,../FHM/img/59317.png,it s okay honey we stole what we could and we ll live way better than the fools who voted for us,train,0,1,1,1
78469,../FHM/img/78469.png,when each letter is a mental disorder,train,1,0,0,0
12867,../FHM/img/12867.png,part of america muslims have always been starting in colonial times and they were hijackers and terrorists back then too you f n jackass,train,1,1,,1
26497,../FHM/img/26497.png,people will do shit like this but lock their door when someone sketchy walk by,train,0,0,,0
65980,../FHM/img/65980.png,i just ran over nancy pelosi you re welcome,train,0,1,1,1
27139,../FHM/img/27139.png,new military drone to fight isis it explodes on penatration,train,0,1,1,1
23690,../FHM/img/23690.png,stop the racism we were all white once,train,0,1,1,1
64853,../FHM/img/64853.png,the black ranger do you really think they were just talking about his costume your argument it s completely valid,train,1,0,0,0
1492,../FHM/img/01492.png,i don t like the sun so i wear a visor,train,0,0,,0
97542,../FHM/img/97542.png,meanwhile at the isis strip club,train,0,1,1,1
98561,../FHM/img/98561.png,first they laugh then they imitate,train,0,0,,0
18597,../FHM/img/18597.png,they stole ma chickin i stole their life,train,0,0,,0
92467,../FHM/img/92467.png,musslamic democrat ilhan omar has threatened members of congress she s told several republicans that she ll send them shawarma to give them a taste of her culture share to say arrest her now,train,0,1,1,1
73204,../FHM/img/73204.png,muslims in defund homeland security muslim in congress,train,1,0,1,1
58604,../FHM/img/58604.png,i got problems and chromosomes are one,train,1,0,0,0
93086,../FHM/img/93086.png,sweden the muslim and african hordes execute the last real swede,train,1,1,,1
16278,../FHM/img/16278.png,i played baseball with a bunch of orphans yesterday i won because none of them knew where home was,train,1,0,0,0
40932,../FHM/img/40932.png,when someone accuses you of being racist but they don t realize you have a black friend i know someone,train,1,0,0,0
96824,../FHM/img/96824.png,there s no shame in having pride in who you are,train,0,0,,0
92453,../FHM/img/92453.png,when your boss volunteers you for the next suicide bombing,train,0,1,1,1
89162,../FHM/img/89162.png,it s time for us to impeach this president ilhan omar should president trump be impeached,train,0,1,1,1
82379,../FHM/img/82379.png,there s so much white trash in this picture i barely know where to start,train,0,1,1,1
31765,../FHM/img/31765.png,honestly i m probably single because i never forwarded those chain messages in,train,0,0,,0
72504,../FHM/img/72504.png,they can try removin this flag dog it cant be that hard half the trailer park has already,train,0,1,1,1
10492,../FHM/img/10492.png,judgement day will not come until the muslims fight the jews and kill them,train,1,1,,1
67894,../FHM/img/67894.png,what s the difference between a jew and a pizza a pizza doesn t scream in the oven,train,0,0,,0
78124,../FHM/img/78124.png,to see better asians sometimes switch to fullscreen view,train,0,0,,0
48756,../FHM/img/48756.png,no more excuses let s go out and celebrate,train,0,0,,0
41803,../FHM/img/41803.png,don t blame people for disappointing you blame yourself for trusting them,train,0,0,,0
78465,../FHM/img/78465.png,mohammed was a pedophile and a rapist true story,train,1,1,,1
42015,../FHM/img/42015.png,wow they are upset,train,0,0,,0
67214,../FHM/img/67214.png,do you have a moment to talk about bacon,train,1,0,0,0
37548,../FHM/img/37548.png,i got some down bitches i can call,train,0,1,1,1
73241,../FHM/img/73241.png,men can be frustrating why can t i ever get a date i m so lonely,train,0,0,,0
27816,../FHM/img/27816.png,black people anything that doesn t belong to them,train,0,1,1,1
79613,../FHM/img/79613.png,time to kill some motherfuckers,train,0,1,1,1
86051,../FHM/img/86051.png,by cutting off their hands leopold ii of belgium massacred millions of africans,train,0,1,1,1
3957,../FHM/img/03957.png,lawn darts muslim style,train,0,0,,0
18693,../FHM/img/18693.png,when i grow up i want to be a doctor,train,0,0,,0
23061,../FHM/img/23061.png,promises trump is going to be arrested gets arrested the day after it s confirmed trump isn t going to be arrested,train,0,0,,0
67809,../FHM/img/67809.png,fuck tryin to please people that can t be pleased life is too short,train,0,1,1,1
72893,../FHM/img/72893.png,islam is the religion of peace don t believe me then i will blow you up,train,1,1,,1
59231,../FHM/img/59231.png,last year tyrone got a new job started building his credit and spending more time with his kids then something amazing started to happen,train,0,0,,0
59346,../FHM/img/59346.png,we demand more sancuary cities for refugees you would want the same for yourself,train,0,0,,0
32768,../FHM/img/32768.png,theory of everything imdb,train,0,0,,0
76138,../FHM/img/76138.png,soybeaner fest coming to a farm near you if facebook allows it,train,1,0,0,0
15902,../FHM/img/15902.png,wait mohammad come back i didn t mean to laugh your haircut looks great,train,0,0,,0
23849,../FHM/img/23849.png,guns don t kill people clintons kill people,train,0,1,1,1
60729,../FHM/img/60729.png,muslims treat women like dogs liberals don t dare speak up they re too busy bashing christians,train,1,1,,1
54976,../FHM/img/54976.png,life hack how to get stoned with no weed,train,0,0,,0
36480,../FHM/img/36480.png,i don t understand your specific kind of stupid but i do admire your total commitment to it,train,0,0,,0
46251,../FHM/img/46251.png,so the military is doing its job but not getting paid and congress is not doing its job but getting paid,train,0,1,1,1
45698,../FHM/img/45698.png,i have suddenly forgotten how to swim,train,0,0,,0
79286,../FHM/img/79286.png,been talking shit about trump since day one now crying like bitches after getting called out,train,0,1,1,1
1526,../FHM/img/01526.png,put the money in a bag now that will be,train,0,0,,0
75832,../FHM/img/75832.png,never forget you said i am the proof you have forgotten,train,0,0,,0
91283,../FHM/img/91283.png,we want sharia law well go home,train,0,1,1,1
16539,../FHM/img/16539.png,child homelessness is the new issue in america,train,0,0,,0
95108,../FHM/img/95108.png,went gay clubbing with some friends turns out out they were expecting something very different,train,0,0,,0
95174,../FHM/img/95174.png,we shouldn t just study civics in high school we should study other cars too,train,0,0,,0
45706,../FHM/img/45706.png,chevy guys be like we just got done muddin ford guys be like we just got done muddin,train,0,0,,0
40291,../FHM/img/40291.png,so i was going down on my grandma the other night and i tasted horse semen i stopped for a second and thought to myself is this how she died,train,1,1,,1
39821,../FHM/img/39821.png,even i can see duke sucks,train,0,1,1,1
41923,../FHM/img/41923.png,only s kids will remember this,train,0,0,,0
32714,../FHM/img/32714.png,hahaha fucking idiot,train,0,1,1,1
85960,../FHM/img/85960.png,puts an intern under his desk impeachment proceedings for lying under oath bends an entire nation over his desk placed on a pedestal by liberals and the media,train,0,1,1,1
46910,../FHM/img/46910.png,i m voting for trump whitetrash lives matter the hoosier state,train,1,1,,1
46178,../FHM/img/46178.png,earth s most endangered species white children,train,0,0,,0
80924,../FHM/img/80924.png,to all you salt water whiteback supremacists your uber is here,train,1,0,1,1
81094,../FHM/img/81094.png,new swing set installed at linkin park,train,0,1,1,1
37809,../FHM/img/37809.png,now that s what i call koality,train,0,0,,0
62314,../FHM/img/62314.png,manditory vaccinations with no exemptions i do nazi the problem,train,0,1,1,1
81436,../FHM/img/81436.png,now that s a level of stupid i ve not seen in a long time,train,0,0,,0
29376,../FHM/img/29376.png,get in loser we re invading poland,train,0,1,1,1
96508,../FHM/img/96508.png,umm yea if you you could just go fuck yourself that d be great,train,0,1,1,1
76892,../FHM/img/76892.png,when one of your boy says he s a fan of conor mcgregor,train,0,0,,0
13096,../FHM/img/13096.png,virgin sheep running from horny muslims,train,1,1,,1
94710,../FHM/img/94710.png,what do you mean by you re a hero and you have to leave come on dude let me in nigger,train,1,1,,1
52496,../FHM/img/52496.png,tweekers be like y all hear that shit,train,0,1,1,1
56708,../FHM/img/56708.png,muhammed and aisha the first date,train,0,0,,0
27605,../FHM/img/27605.png,lyin thinking about lyin really lyin just got done lyin,train,0,0,,0
80792,../FHM/img/80792.png,when you introduce someone to a new meme you like that,train,0,0,,0
42317,../FHM/img/42317.png,when you get shot in the groin by a rubber bullet and your made up gender doesn t protect your willie,train,0,1,1,1
23715,../FHM/img/23715.png,this is my wife and it is percent legal under sharia law that is a fact coming to a city near you,train,1,0,1,1
14360,../FHM/img/14360.png,when isps are pushing to get rid of net neutrality protection from the law oh fuck put it back in,train,0,1,1,1
74631,../FHM/img/74631.png,when each letter is a mental disorder,train,0,0,,0
82134,../FHM/img/82134.png,the test results are in and you are a nigger,train,1,1,,1
76814,../FHM/img/76814.png,make the best out of what you have,train,0,0,,0
75928,../FHM/img/75928.png,white people after they put the divider in between your groceries,train,1,0,1,1
13459,../FHM/img/13459.png,when you re in jail and missing her like crazy,train,0,0,,0
92867,../FHM/img/92867.png,great minds think alike,train,0,0,,0
2519,../FHM/img/02519.png,it s funny because he s fat,train,1,0,0,0
21354,../FHM/img/21354.png,jesus take the wheel carlos you take the stereo and i ll take lookout,train,0,0,,0
73810,../FHM/img/73810.png,when i was a kid i found a vibrator in my parents room they told me it was a muscle massager i rubbed it on my sore muscles all the time,train,0,0,,0
47862,../FHM/img/47862.png,there s just certain shit you don t do in life out of respect,train,0,1,1,1
94378,../FHM/img/94378.png,save them from death,train,0,0,,0
86912,../FHM/img/86912.png,they say a woman s work is never done maybe that s why they get paid less,train,1,0,1,1
52974,../FHM/img/52974.png,which jewish girl is hotter,train,1,0,0,0
87203,../FHM/img/87203.png,domestic violence should never be tolerated,train,0,0,,0
32051,../FHM/img/32051.png,when they know you got a drug problem so they give you a gift card instead of cash but they don t know how the dope game is played,train,0,0,,0
40896,../FHM/img/40896.png,prayer is powerful it matters not when or where,train,0,0,,0
5984,../FHM/img/05984.png,removes polish with chemicals nobody bats an eye removes polish with chemicals everyrody loses his shit,train,0,1,1,1
65328,../FHM/img/65328.png,how to get a black guy to see his baby,train,0,0,,0
15630,../FHM/img/15630.png,i ll never forget who did this no matter how much facebook defends them,train,0,0,,0
80629,../FHM/img/80629.png,if ignorance is bliss this is the happiest man on the planet,train,0,0,,0
73596,../FHM/img/73596.png,you idiot you threw shit at the wrong keeper,train,0,1,1,1
21346,../FHM/img/21346.png,slinkies are a good valentine gift for your girl,train,0,0,,0
20835,../FHM/img/20835.png,in my country i am forced to keep my mouth shut here i am free to talk trash about this country in hopes that it can change into a country where i am forced to keep my mouth shut,train,1,0,0,0
13690,../FHM/img/13690.png,the face he makes when he s about to tell you another war story,train,0,0,,0
7983,../FHM/img/07983.png,did we run out of gas someone get out and push,train,0,0,,0
15648,../FHM/img/15648.png,it is no longer pc to call someone a tweeker they must now be referred to as methican american,train,1,0,0,0
34675,../FHM/img/34675.png,normal people after a tragedy me oh man these memes are going to be fucking great,train,0,0,,0
59684,../FHM/img/59684.png,how to keep the thefts out,train,0,0,,0
25706,../FHM/img/25706.png,some people have to walk miles a day for fresh water some kids will never know the struggle,train,0,0,,0
3298,../FHM/img/03298.png,thanks for visiting,train,0,0,,0
53204,../FHM/img/53204.png,i m sorry i can t help it i m just a jackass,train,0,1,1,1
62514,../FHM/img/62514.png,idc about who has a problem with me spreading knowledge because i feel the same way about people spreading ignorance,train,0,0,,0
59376,../FHM/img/59376.png,a head diaper is required when you have shit for brains,train,1,1,,1
89061,../FHM/img/89061.png,you find it offensive i find it funny that s why i m happier than you,train,0,0,,0
73045,../FHM/img/73045.png,where s jaws when you need him,train,0,0,,0
43675,../FHM/img/43675.png,when your pesky cat wants to be extra warm despite telling them no,train,0,0,,0
18203,../FHM/img/18203.png,dont you care about my future stop the refugee invasion,train,1,1,,1
26034,../FHM/img/26034.png,i m not only smart i m street smart oh sure you re street smart sesame street smart,train,0,0,,0
67984,../FHM/img/67984.png,i m not sexist sexism is wrong and being wrong is for women,train,1,0,1,1
62408,../FHM/img/62408.png,unless you want to be a stamp collector then there s no reason to be mad with this,train,0,0,,0
30958,../FHM/img/30958.png,chocolate melts at f,train,0,0,,0
35218,../FHM/img/35218.png,i can t wait to name you some dumb shit nobody can pronounce,train,0,1,1,1
96840,../FHM/img/96840.png,what would i do if she was pregnant,train,1,0,0,0
83510,../FHM/img/83510.png,the look you give when you gonna start trouble,train,0,0,,0
67109,../FHM/img/67109.png,lagostoibadan men are scum men are scum but you still go km for cum,train,1,1,,1
29813,../FHM/img/29813.png,removes polish with chemicals nobody bats an eye removes polish with chemicals everybody loses his shit,train,1,0,1,1
68715,../FHM/img/68715.png,joke time bomb technicians walk into a bar,train,0,0,,0
92478,../FHM/img/92478.png,this is what happens when you actually go fuck yourself,train,0,1,1,1
91423,../FHM/img/91423.png,jesus how come no one likes me because you re black now go away little niglet,train,1,1,,1
13068,../FHM/img/13068.png,some noise and she start screaming when you at a concert with ya girl and the dj says all my single ladies make,train,0,0,,0
69542,../FHM/img/69542.png,stop testing the new me like the old me ain t still in me,train,0,0,,0
19247,../FHM/img/19247.png,i only wear silk panties cotton ones remind me of slavery,train,0,1,1,1
3187,../FHM/img/03187.png,every dad shaves beard his own baby i ve never met this man in my life,train,0,0,,0
3574,../FHM/img/03574.png,pull up your pants and back away from the goat,train,0,0,,0
92514,../FHM/img/92514.png,this toaster is on fire,train,0,0,,0
89102,../FHM/img/89102.png,my aunt gonna make you white devils pay for her grandmother owning slaves,train,1,1,,1
10538,../FHM/img/10538.png,morgan freeman condemning slavery,train,0,0,,0
5841,../FHM/img/05841.png,what s worse than ants in your pants uncles,train,1,0,0,0
28074,../FHM/img/28074.png,you know you re official when your friend invites you to church,train,0,0,,0
34862,../FHM/img/34862.png,when i grow up lol nevermind,train,0,0,,0
24581,../FHM/img/24581.png,be careful with pedestrians,train,0,0,,0
70843,../FHM/img/70843.png,when you did something wrong you unconscious mind you know what maybe i need to go to the ranch,train,0,0,,0
31568,../FHM/img/31568.png,alabama bans abortions all of alabama in years,train,0,0,,0
60592,../FHM/img/60592.png,it s hard to be first class when you re white trash,train,1,0,1,1
15824,../FHM/img/15824.png,piggy back ride racing with friends is one way to get your cardio,train,0,0,,0
64017,../FHM/img/64017.png,those fucking russians,train,0,1,1,1
63871,../FHM/img/63871.png,you can be any gender you want if you are mentally ill,train,0,1,1,1
41562,../FHM/img/41562.png,when you give him literally one job and he s somehow forgotten,train,0,0,,0
20876,../FHM/img/20876.png,i heard you need a new tranny,train,0,0,,0
21908,../FHM/img/21908.png,the face she makes when she dumps a load,train,0,0,,0
76851,../FHM/img/76851.png,we have improved in our machines,train,0,0,,0
67431,../FHM/img/67431.png,when you go to war with china it s the fifth time i killed that guy,train,0,1,1,1
65124,../FHM/img/65124.png,hmmm who shall i arrest first brennan clapper comey or obama hillary first,train,0,1,1,1
46902,../FHM/img/46902.png,maybe energy drinks are like mana potions in real life,train,0,0,,0
85426,../FHM/img/85426.png,i need help swimming,train,0,0,,0
4798,../FHM/img/04798.png,are you bored join spastics with special admin powers now,train,0,0,,0
31897,../FHM/img/31897.png,toshiba i lost a friend on that beach,train,0,0,,0
93275,../FHM/img/93275.png,i m this pretty because both my parents are white,train,0,1,0,0
47618,../FHM/img/47618.png,when they say not to blink or you ll miss the magic trick,train,0,0,,0
81975,../FHM/img/81975.png,best thing about an ethiopian blowjob you know shes gonna swallow,train,0,1,1,1
85729,../FHM/img/85729.png,doesn t own a computer can still play minesweeper,train,0,0,,0
54917,../FHM/img/54917.png,out of the whole year we only need women for about days,train,0,0,,0
69158,../FHM/img/69158.png,i m not an asshole i m a hemorrhoid i irritate assholes,train,0,1,1,1
86451,../FHM/img/86451.png,i m here to drink whiskey and kill terrorists and brother i m all out of whiskey,train,0,1,1,1
10328,../FHM/img/10328.png,how dikes look when they re in line paying for their pads,train,1,0,0,0
71485,../FHM/img/71485.png,hurry ladies he s still luke warm,train,0,0,,0
71583,../FHM/img/71583.png,breaking news a zoo s chimpanzee escaped containment,train,0,0,,0
21403,../FHM/img/21403.png,let me be clear i am a treasonous piece of shit,train,0,1,1,1
95482,../FHM/img/95482.png,and then i said do i look like i give a fuck,train,0,1,1,1
79610,../FHM/img/79610.png,one does not simply walk into north korea,train,0,0,,0
76140,../FHM/img/76140.png,mexican and black jokes are all the same once you hear juan you here jamal,train,1,0,1,1
35917,../FHM/img/35917.png,i pictured a black girl naked today can i get an std from this,train,1,1,,1
1475,../FHM/img/01475.png,last time muslims invaded europe vlad stuck poles up their asses and made a fucking forest be like vlad,train,1,1,,1
49185,../FHM/img/49185.png,the face you make when your pussy gets hard,train,1,0,1,1
16480,../FHM/img/16480.png,israel we re coming for you next,train,0,1,1,1
20617,../FHM/img/20617.png,bruce jenner s cat,train,1,0,0,0
16058,../FHM/img/16058.png,if you re gonna go boating make sure you have the proper flotation devices,train,0,0,,0
70849,../FHM/img/70849.png,head teachers given the power to ban the burqa in british schools share if you want a full ban in britain,train,0,1,1,1
78306,../FHM/img/78306.png,the hardcore way to eat ramen noodles boil water eat block of ramen drink boiled water snort flavored powder fuck bitches,train,0,1,1,1
97623,../FHM/img/97623.png,tattoos are bad for your health i know million people who had tattoos and they all died,train,1,1,,1
92314,../FHM/img/92314.png,the difference between you and hitler at least hitler could use an oven,train,1,0,1,1
52406,../FHM/img/52406.png,do you shop at wal mart did you vote for trump you might be white trash,train,0,1,1,1
71230,../FHM/img/71230.png,the enemy within ilhan omar linda sarsour rashida tlaib ocasto cortez,train,0,1,1,1
90786,../FHM/img/90786.png,so where did you get all of this gold elizabeth i stole it from africa,train,1,1,,1
62458,../FHM/img/62458.png,happy and in love,train,0,0,,0
40137,../FHM/img/40137.png,muslims moved in but theyre not moving out,train,0,0,,0
38069,../FHM/img/38069.png,morgan freeman morgan not so freeman,train,0,0,,0
20819,../FHM/img/20819.png,after a hard day of work mohammed is very tired,train,0,0,,0
20163,../FHM/img/20163.png,i am your equal spend money on me,train,0,0,,0
50248,../FHM/img/50248.png,long story short askies age restriction okay,train,0,0,,0
83619,../FHM/img/83619.png,i went to school and nikker cheated ahh fuck,train,1,1,,1
26459,../FHM/img/26459.png,do you like kids because i m going to turn your mouth into a daycare,train,0,0,,0
30412,../FHM/img/30412.png,japanese fashion trends,train,0,0,,0
97035,../FHM/img/97035.png,put n the ham in mohamed,train,1,0,0,0
74602,../FHM/img/74602.png,this is what happens when you don t spank your kids,train,0,1,1,1
93650,../FHM/img/93650.png,i got kicked out of hogwarts for using black magic,train,0,0,,0
95742,../FHM/img/95742.png,you know like when the tv doesn t work you give it a hard hit and then its all better,train,0,0,,0
93410,../FHM/img/93410.png,i made a website for orphans it doesn t have a home page,train,0,0,,0
75203,../FHM/img/75203.png,i only wear silk panties cotton ones remind me of slavery,train,1,1,,1
54286,../FHM/img/54286.png,thank god my ass needed a break,train,0,0,,0
2841,../FHM/img/02841.png,birthday because i don t care if it s happy,train,0,0,,0
93076,../FHM/img/93076.png,should i call a plumber or a electrician,train,0,0,,0
89407,../FHM/img/89407.png,puts on sunblock doesn t protect from harmful rays,train,0,0,,0
65728,../FHM/img/65728.png,look son a dipshit that just made a nonpolitical post into a political one,train,0,1,1,1
75841,../FHM/img/75841.png,why does the goat look wiser,train,0,0,,0
38624,../FHM/img/38624.png,not my president not my residents,train,1,0,0,0
36187,../FHM/img/36187.png,mama i just killed a man,train,0,0,,0
47095,../FHM/img/47095.png,mandatory vaccinations without exemptions i do nazi see the problem,train,1,1,,1
51746,../FHM/img/51746.png,we should all be like muslims and not eat pork bc pigs are too cute,train,0,1,1,1
32876,../FHM/img/32876.png,those are some clean burning jews i tell ya h wat,train,1,1,,1
21408,../FHM/img/21408.png,i m uncertain where i stand on abortion i like killing babies but hate the idea of giving women a choice,train,1,1,,1
64513,../FHM/img/64513.png,yo dawg i heard you loved chinese food so i ordered take out,train,0,0,,0
10527,../FHM/img/10527.png,when you finally headshot black people,train,0,1,1,1
